"Timestamp","Yaşınız","İl","Kaç Yıldır Araba Kullanıyorsunuz","Ne Zamandır T10X kullanıyorsunuz?","T10X İlk Arabanız Mı?","Yıl","Ay","Renk","Yazılım","Model","Kaç KM yol yaptınız?  ","T10X'in yanısıra içten yanmalı aracım da var. nolur nolmaz.","İlk Sahibiyim","T10X ile Uzun Yol Yaptınız Mı?","Yine elektrikli araç alırım","Yine TOGG alırım","T10F Bekliyorum","Çoğunlukla Aksesuarda şarj ederim","Çoğunlukla ... kadar şarj ederim","Çoğunlukla AC/DC şarj ediyorum.","Çoğunlukla Evden Şarj Ederim","T10X'den memnunum","Neden T10X Aldınız","T10X'i tasarımını beğeniyorum.","T10X'i konforlu buluyorum.","T10X'in içinde güvende hissediyorum.","T10X'in kullanımını kolay buluyorum.","T10X'in şarj tüketiminden memnunum.","T10X'in menzilinden memnunum.","Servis ağını yeterli buluyorum.","Gez uygulamasından memnunum.","Uygulama çeşitliliğini yeterli buluyorum.","Bir yakınıma tavsiye ederim.","Arıza Sebebiyle Yolda Kaldınız mı? ","Bir hata, arızadan dolayı kaç kere servise gitmeniz gerekti?","Arabam Serviste Toplam ... Kadar Kaldı","Servise bir kere gittikten sonra aynı sorun tekrar etti mi?","Bir Arızadan Dolayı Telefon ile destek almanız gerekti mi?","Ne sıklıkla DTC Reset, Yeniden Başlat yapmanız gerekiyor?","Hiç Sinyal Hatası aldınız mı?","Rahatsız Eden Trim Sesleri Var Mı?","Vites Geçişinde Sorun Yaşıyorum","Direksiyonu Çevirince Aracım Gacur Gucur Ediyor.","ESA aldım.","Ses Düzeyi, Cızırtı Sorunu Yaşadım","Ekran Gelmeme Sorunu Yaşadım","Durduk Yere Çalan Alarm Sorunu Yaşadım","Araba uyumadığı için şarjımın azaldığı oldu.","Yüksek Hızda Şarj Olmama Sorunu Yaşadım.","Daha Önce Bataryanız Değişti Mi?","Belirtmek istediğiniz başka sorunlar yaşadıysanız, buyrun","Varsa eklemek istediğiniz yazabilirsiniz."
"2025/07/28 4:04:32 pm GMT+3","36-45","41 - Kocaeli","10 Yıl+","1-6 Ay","Hayır","2025","mart","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","90-100","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","10","7","6","1","1","1","8","hayır","0","0","hayır","hayır","hiç yapmadım","hayır almadım","1 yerden geliyor","zaman zaman","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/28 8:27:20 pm GMT+3","26-35","59 - Tekirdağ","10 Yıl+","6-12 Ay","Hayır","2025","ocak","Gemlik","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","4","6","4","7","2","5","6","8","evet","1-3","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/28 11:35:47 pm GMT+3","18-25","06 - Ankara","1-3 Yıl","6-12 Ay","Hayır","2024","kasım","Kula","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","7","9","8","6","8","1","7","5","7","hayır","1","1 Aydan Az","evet","evet","birkaç ayda bir","sık sık","hayır, varsa da fark etmedim","nadiren, 1-2 kez","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","Servis yapmadığı işlemler için yapıldı dendi en basitinden yazılım sürümünü bile yükseltmedikleri halde yükseltildi dendi ve araç 1 hafta serviste kaldı sadece 6 saat açık kaldı araç yani servis rezalet ötesi düzen yok. Randevunun anlamı yok 3 ay sonraya randevu alıp 4-5 saatlik işlem için 1 hafta sıra bekledi araç",""
"2025/07/29 3:18:12 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","9","10","10","9","8","1","5","3","1","hayır","5+","2 Aydan Fazla","evet","evet","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","evet değişti","ADA bazen devre dışı kalıyor; Otomatik park çalışmıyor fabrika dahil servisler 4. kezdir düzeltemiyorlar en son hasar var diyip 3 hafta beklettiler, arada bir ultrasonik park sensörü hatası veriyor; beklemede şarjdayken akü bitmek üzereyken yakaladım, aksesuarda sinir bozucu vınlama sesi var(önceden yoktu); AC şarjda kilidi açınca şarjı kesiyor bazen devam etmiyor; aksesuarda farlar kapalı iken bazen kendi kendine açılıyor ve hazır modta bazen uzun farlar yanmıyor sellektör yapamıyorum, karşımdakine jentilmenlik yapmak için kısa farları kapatamıyorum; dijital anahtar bazen çalışmıyor, araç bilgisi bazen uygulamaya gelmiyor. Gez arada bir restart oluyor.","Kapılar yere yakın, kaldırımlara sürtüyor. Yükseklik araç boşken: 24 cm; Ekranlar bazen geç açılıyor, bazen de kararıp restart oluyor ya da kapalı kalıyor; Alarm aktif ve araç kilitliyken bagaj açma düğmesinden açıldığında, bagaj ışığı yanmıyor ve anahtarsız girişle ön kapılar açılmıyor, anahtarla kilidi açıp kapıları açınca alarm çalıyor; bagaj açık durumdayken kapılar 15 sn sonra otomatik kilitleniyor; Kameraların kayıt özelliği yok, 20 km/s üstünde açılamıyor, uzaktan erişim yok."
"2025/07/29 3:19:54 pm GMT+3","26-35","26 - Eskişehir","10 Yıl+","1-6 Ay","Hayır","2025","şubat","Kapadokya","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Güvenli olduğu için","7","8","9","5","1","4","1","2","1","7","evet","3-5","1 Aydan Az","evet","evet","ayda bir falan","zaman zaman","1'den çok yerden geliyor","sık sık","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/29 5:01:17 pm GMT+3","45+","39 - Kırklareli","10 Yıl+","12-24 Ay","Evet","2023","kasım","Kula","1.5 24","V1 Standart","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","SUV olduğu için","8","8","9","8","7","5","1","5","5","7","hayır","1-3","0","hayır","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","nadiren, 1-2 kez","fark etmedim","zaman zaman","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır, hiç","evet","hayır değişmedi","Sarj yüzde 98 de giderken enerjinsistem hatası verip araci durdurdu",""
"2025/07/29 10:47:06 pm GMT+3","45+","34 - İstanbul","10 Yıl+","2 Yıl +","Hayır","2023","ağustos","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Elektrikli olduğu için","10","10","10","10","10","8","4","7","7","7","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","sık sık","zaman zaman","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/30 1:50:53 pm GMT+3","45+","06 - Ankara","10 Yıl+","2 Yıl +","Hayır","2023","haziran","Gemlik","1.5 24","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","90-100","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","7","8","8","6","7","2","2","2","10","hayır","1-3","1 Aydan Az","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","zaman zaman","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","iletişim yok, servis hizmeti çok kötü ",""
"2025/07/30 5:56:45 pm GMT+3","36-45","58 - Sivas","10 Yıl+","12-24 Ay","Hayır","2023","ağustos","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","6","7","5","4","3","2","2","6","hayır","1-3","0","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","hayır almadım","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","evet","hayır değişmedi","Yolda titreme, kameranin göstermemesi, yüksek voltaj hatasi","Vergide indirim olmalı, servis olmayan şehirlerden ilgili servis yeri için en azindan sarj hediyesi verilmeli, trugoda togga özel kampanya yapılmalı, ev için kullanılan sarj sistemleri ile ilgili site vb ve alt yapı olarak kanuni ve yönetmeliklere yönelik kolaylaştırıcı çalışmalar yapılmalı. Yollarda bulunan şarj istasyonlarına düzenleyici (fiyat,  belli km lerde olma zorunluluğu, konumu gösteren tek uygulama ve güncel olması, ödemenin tek uygulamada yapılabilmesi, olan yerlerde fiziki ortak isaret tanımlanması) gibi konularda çalışmalar yapılmalı. Ayrıca kalan menzil ile ilgili gerçekçi yazılım çalışmalar yapılmalı.uzun yolda stres yapmamalı. Sarj olan tesislerin sosyal alanların olması (wc, oturma yeri vb) şartı konulmalı."
"2025/07/30 10:02:54 pm GMT+3","36-45","06 - Ankara","10 Yıl+","1-6 Ay","Hayır","2025","nisan","Gemlik","1.5 24","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","10","8","6","7","8","4","1","3","6","hayır","1","0","","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/31 9:52:18 am GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","AC","Hayır, istasyondan","çok sorun çıkardı, keşke almasaydım","Finansman Desteği / Makul Fiyat","10","6","1","1","10","7","1","1","1","1","hayır","1-3","1 Ay","evet","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","hayır, nereden çıktı","sık sık","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","nadiren, 1-2 kez","hayır","evet değişti","Togg pişmanlıktır. Yazılım konusunda hangi seviyede olduğumuzun kısa bir özetini gösteriyor.",""
"2025/07/31 11:17:22 am GMT+3","36-45","74 - Bartın","10 Yıl+","6-12 Ay","Hayır","2023","kasım","Kapadokya","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","9","10","9","7","7","1","3","1","9","hayır","3-5","1 Aydan Az","evet","evet","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","evet","sık sık","nadiren, 1-2 kez","sık sık","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","araç kullanıcıları olarak yazılım ekibine baskı yapmamızı trandyol hepsi burada gibi saçma uygulamalar yerine uzaktan kontrol özelliği, doğru dürüst bir yapay zeka uygulaması , servislerin daha hızlı yayılması, ayrıca kullanıcılar olarak servisi gereksiz meşgul eden insanlar için bilgilendirme yada ön servis hizmeti, örnek şarj etmeyi bilmeyen otonom sürüşün tepkilerini hata olarak gören servise koşturmasın gibi , sosyal medyada gruplarda araçları gereksiz manasız öven yada tam tersi olan kişiler ayıklanmalı, yani sağından solundan ses geliyor dediğim zaman sürü halinde hakaret edilmemeli sorunun bulunup belki servise gidilmeden yapılması konuusunda nasıl yapılır videoları yapılmalı, örnek klima fanına kaçan etiket nasıl çıkarılır gibi....",""
"2025/07/31 3:09:09 pm GMT+3","45+","54 - Sakarya","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Oltu","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","90-100","AC","Evet","evet, iyiki almışım","Tasarımını Beğendiğim İçin","9","9","10","9","6","6","1","1","5","7","hayır","1","0","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/31 5:25:05 pm GMT+3","18-25","07 - Antalya","3-10 Yıl","12-24 Ay","Hayır","2023","eylül","Kapadokya","1.6","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","9","10","7","9","9","4","2","2","5","evet","3-5","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","hayır almadım","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/31 10:02:08 pm GMT+3","45+","22 - Edirne","10 Yıl+","6-12 Ay","Hayır","2024","ekim","Anadolu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Elektrikli olduğu için","10","10","10","7","5","4","4","6","6","8","hayır","1-3","0","hayır","evet","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","hayır almadım","hayır, hiç","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","İnternet hemen bitiyor, 5 saatlik yolculuk ta bitti mesela.
Ayrıca Adas ta sensör den kaynaklı hata çok almaya başladım, Adas sürekli devre dışı kalıyor ve uzun yolda çok can sıkıyor. Üstelik 30 bin TL verdim bu sisteme.","Trugo istasyonlarının Togg sahiplerine bir indirim uygulaması şart oldu. Tesla da şarj ederken adamlar sanki babalarının malına cökmüşüm bakişı atiyorlar."
"2025/08/01 7:36:55 pm GMT+3","45+","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Anadolu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","8","8","8","8","8","1","1","8","hayır","1","1 Aydan Az","evet","evet","ayda bir falan","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/08/02 8:24:45 am GMT+3","45+","07 - Antalya","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","10","8","8","7","8","1","3","1","8","hayır","3-5","2 Ay","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır","evet değişti","Kitap olur kitap","Bu hükümetten kurtulmalıyız. Fakirleşiyoruz sıfır araç almak hayal olacak"
"2025/08/02 2:59:42 pm GMT+3","45+","06 - Ankara","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Ayder","1.5 24","V2 Long Range","1,000 - 10,000","Hayır","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","10","10","5","5","1","7","5","8","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","nadiren, 1-2 kez","zaman zaman","sık sık","sık sık","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/08/02 7:45:09 pm GMT+3","36-45","06 - Ankara","1 Yıldan Az","1-6 Ay","Hayır","2025","nisan","Gemlik","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","10","10","10","7","8","7","5","5","6","10","hayır","0","0","hayır","hayır","birkaç ayda bir","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","Adas, şerit takip ve ön çarpışma hatası almaya başladım. ","Bilgilendirme ve emeğiniz için teşekkürler. Takipteyiz"
"2025/08/02 10:02:15 pm GMT+3","45+","42 - Konya","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Evet","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","10","10","8","4","1","8","10","hayır","3-5","1 Aydan Az","hayır","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","","Konya servisi iyi oldu. Lakin çok yoğun. "
